Date,Price,Exogenous 1,Exogenous 2
30/01/2016 20:00,20.72,63718,62501
30/01/2016 21:00,17.88,60018,59514
30/01/2016 22:00,24.62,59951,57207
30/01/2016 23:00,24.75,61594,61637
31/01/2016 00:00,16.74,60569,60729
31/01/2016 01:00,14.78,57799,57268
31/01/2016 02:00,11.46,55718,57029
31/01/2016 03:00,8.83,52595,52951
31/01/2016 04:00,4.71,51907,50163
31/01/2016 05:00,4.98,51926,48577
31/01/2016 06:00,6.68,52256,49671
31/01/2016 07:00,11.35,53520,50317
31/01/2016 08:00,15.52,55979,51410
31/01/2016 09:00,16.26,57204,52532
31/01/2016 10:00,19.13,58974,55069
31/01/2016 11:00,26.24,60288,56237
31/01/2016 12:00,19.89,60272,58254
31/01/2016 13:00,21.27,59322,59913
31/01/2016 14:00,15.53,56973,54343
31/01/2016 15:00,15,56910,51506
31/01/2016 16:00,16.8,56866,49585
31/01/2016 17:00,22.06,59597,49529
31/01/2016 18:00,26.28,62776,53200
31/01/2016 19:00,25.83,65118,58522
31/01/2016 20:00,22.37,63647,57158
31/01/2016 21:00,18.56,61743,54903
31/01/2016 22:00,18.79,61423,52599
31/01/2016 23:00,16.45,60877,56342
01/02/2016 00:00,16.31,59367,55208
01/02/2016 01:00,14.42,58028,51415
01/02/2016 02:00,15.07,57002,51603
01/02/2016 03:00,11.76,56146,48311
01/02/2016 04:00,4.57,55992,46147
01/02/2016 05:00,12.91,58503,47165
01/02/2016 06:00,23.93,63574,51723
01/02/2016 07:00,35.9,70488,59561
01/02/2016 08:00,37.99,72779,64523
01/02/2016 09:00,36.05,72549,64333
01/02/2016 10:00,33.34,71207,64441
01/02/2016 11:00,29.24,70233,64385
01/02/2016 12:00,28.11,69095,65284
01/02/2016 13:00,25.55,68629,65884
01/02/2016 14:00,24.25,66661,62764
01/02/2016 15:00,23.99,65538,60415
01/02/2016 16:00,19.39,65273,58538
01/02/2016 17:00,26.21,66503,57987
01/02/2016 18:00,33.53,71092,62537
01/02/2016 19:00,33.16,71874,67702
01/02/2016 20:00,28.07,67967,64359
01/02/2016 21:00,18.74,64419,59962
01/02/2016 22:00,16.69,63426,56856
01/02/2016 23:00,15.62,64195,60265
02/02/2016 00:00,14.32,62016,57467
02/02/2016 01:00,10.27,58712,54669
02/02/2016 02:00,8.71,58865,54815
02/02/2016 03:00,4.73,56358,51192
02/02/2016 04:00,4.06,55758,49394
02/02/2016 05:00,9.52,57866,50087
02/02/2016 06:00,21.12,63093,54049
02/02/2016 07:00,30.54,69784,61432
02/02/2016 08:00,31.6,71809,66671
02/02/2016 09:00,31.18,71772,66754
02/02/2016 10:00,31.79,71934,67045
02/02/2016 11:00,31.99,71941,67126
02/02/2016 12:00,31.92,71283,67956
02/02/2016 13:00,27.14,70723,68251
02/02/2016 14:00,25.37,69267,65404
02/02/2016 15:00,24.64,67594,63366
02/02/2016 16:00,25.24,67418,62334
02/02/2016 17:00,29.48,70280,61933
02/02/2016 18:00,35.96,73798,66715
02/02/2016 19:00,33.29,74674,71604
02/02/2016 20:00,27.26,71058,67900
02/02/2016 21:00,22.28,66946,63411
02/02/2016 22:00,23.27,66391,59591
02/02/2016 23:00,22.56,66343,63308
