Date,Price,Exogenous 1,Exogenous 2
23/01/2018 05:00,33.36,54333,956
23/01/2018 06:00,42.68,58573,1050
23/01/2018 07:00,74.82,62701,1230
23/01/2018 08:00,77.73,63648,1499
23/01/2018 09:00,62.33,63097,1751
23/01/2018 10:00,55.89,63025,1939
23/01/2018 11:00,46.96,62802,1990
23/01/2018 12:00,42.58,62173,2035
23/01/2018 13:00,40.94,61867,2106
23/01/2018 14:00,39.21,61673,2176
23/01/2018 15:00,39.14,61974,2369
23/01/2018 16:00,41.67,62719,2628
23/01/2018 17:00,46.92,63250,2947
23/01/2018 18:00,37.1,62324,3286
23/01/2018 19:00,32.99,60970,3569
23/01/2018 20:00,31.27,59084,3875
23/01/2018 21:00,29.75,57347,3934
23/01/2018 22:00,28.78,54839,3818
23/01/2018 23:00,28.08,52140,3573
24/01/2018 00:00,27.24,49567,3928
24/01/2018 01:00,26.62,48346,3886
24/01/2018 02:00,25.73,47749,3651
24/01/2018 03:00,25.39,47746,3417
24/01/2018 04:00,25.99,48470,3117
24/01/2018 05:00,27.4,50779,2904
24/01/2018 06:00,28.94,54914,2674
24/01/2018 07:00,32.18,59038,2623
24/01/2018 08:00,33.08,59853,2876
24/01/2018 09:00,32.34,59577,3171
24/01/2018 10:00,30.91,59579,3572
24/01/2018 11:00,30.16,59320,4056
24/01/2018 12:00,30.06,58834,4334
24/01/2018 13:00,29.56,58468,4455
24/01/2018 14:00,29.46,58500,4360
24/01/2018 15:00,29.51,58957,4379
24/01/2018 16:00,29.67,59785,4413
24/01/2018 17:00,30.07,60251,4385
24/01/2018 18:00,29.55,59236,4242
24/01/2018 19:00,28.86,57706,4012
24/01/2018 20:00,28.41,55676,3936
24/01/2018 21:00,28.07,53862,3652
24/01/2018 22:00,27.16,51497,3361
24/01/2018 23:00,25.5,48794,3035
25/01/2018 00:00,26.19,46889,4055
25/01/2018 01:00,25.22,45709,3913
25/01/2018 02:00,24.05,45369,3748
25/01/2018 03:00,23.89,45542,3651
25/01/2018 04:00,23.68,46311,3424
25/01/2018 05:00,26.09,48741,3222
25/01/2018 06:00,28.2,52971,3046
25/01/2018 07:00,30.9,57353,2925
25/01/2018 08:00,31.57,58473,2926
25/01/2018 09:00,31.46,58186,2903
25/01/2018 10:00,31.17,58067,2886
25/01/2018 11:00,30.91,57837,2869
25/01/2018 12:00,30.57,57329,2990
25/01/2018 13:00,30.6,57078,2952
25/01/2018 14:00,30.63,57002,2763
25/01/2018 15:00,31.06,57460,2504
25/01/2018 16:00,32.08,58430,2148
25/01/2018 17:00,36.26,59218,1863
25/01/2018 18:00,34.47,58541,1640
25/01/2018 19:00,32.18,57273,1532
25/01/2018 20:00,31.49,55528,1500
25/01/2018 21:00,30.73,53916,1480
25/01/2018 22:00,29.71,51694,1396
25/01/2018 23:00,28.98,48986,1244
